id,name,food_origin,regional_cuisine,main_type,sub_type,flavor_tags,scene_tags,feature_tags,seasonal_terms,budget_level,cook_time_minutes,difficulty,ingredients,is_spicy,is_vegetarian,calorie_level,description
327,雨水荠菜豆腐羹,中式,中式家常,正餐,锅汤类,清淡|鲜香,一个人吃|双人晚餐,清爽|素食友好,雨水,低预算,20,简单,荠菜|嫩豆腐|香菇|鸡蛋|高汤,0,1,低,雨水时节讲究顺应回暖和湿润气候，这碗荠菜豆腐羹走的是鲜嫩清润的春日路子。
328,惊蛰雪梨百合热饮,饮品特调,饮品特调,饮品,热饮类,清淡|酸甜,下午茶|一个人吃,治愈|素食友好,惊蛰,低预算,15,简单,雪梨|百合|银耳|冰糖|枸杞,0,1,低,惊蛰之后气温回升、风燥渐显，做成一杯温热雪梨百合饮，更贴近这个时节清润的传统思路。
329,春分香椿炒蛋饭,中式,中式家常,正餐,饭类,鲜香,一个人吃|双人晚餐,,春分,低预算,18,简单,香椿|鸡蛋|米饭|小葱,0,0,中等,春分讲究饮食平衡、尝鲜而不过偏，香椿炒蛋配饭很有春天该有的鲜灵劲。
330,清明艾草青团,西式,西式甜点,甜品,蛋糕类,酸甜|奶香,下午茶|双人晚餐,治愈|素食友好,清明,低预算,30,中等,艾草汁|糯米粉|豆沙|芝麻油,0,1,中等,清明吃青团是很有代表性的时令习俗，这一版保留艾草清香和糯软口感，适合家里一起分着吃。
331,谷雨香椿拌豆腐,西式,西式轻食,轻食早午餐,轻主食类,清淡|鲜香,一个人吃|下午茶,清爽|素食友好,谷雨,低预算,12,简单,香椿|嫩豆腐|生抽|香油,0,1,低,谷雨前后的香椿最嫩，把它和豆腐拌在一起，正好呼应节气里应季尝鲜的传统。
332,立夏五色饭,中式,中式家常,正餐,饭类,鲜香,双人晚餐|朋友聚餐,分享|素食友好,立夏,中等预算,30,中等,粳米|豌豆|胡萝卜|玉米|香菇,0,1,中等,立夏有吃立夏饭、补夏的习俗，这道五色饭用当季蔬食把夏天刚开的热闹感做了出来。
333,小满苦菜拌豆干,西式,西式轻食,轻食早午餐,轻主食类,清淡|鲜香,一个人吃|双人晚餐,清爽|素食友好,小满,低预算,15,简单,苦菜|豆干|蒜末|芝麻,0,1,低,小满未满，饮食讲究不过厚重，用微苦的小满时蔬搭豆干，吃起来清爽又利落。
334,芒种青梅仔姜鸡,中式,中式家常,正餐,菜肴类,酸甜|鲜香,双人晚餐,下饭|解馋,芒种,中等预算,30,中等,鸡腿肉|青梅|仔姜|生抽|冰糖,0,0,中等,芒种前后民间有煮梅、食新的节气气息，这道青梅仔姜鸡把梅子的酸香做进了家常热菜里。
335,夏至麻酱凉面,中式,中式家常,正餐,面类,鲜香|清淡,一个人吃|夜宵,清爽|素食友好|暖胃,夏至,低预算,15,简单,面条|芝麻酱|黄瓜丝|蒜泥,0,1,中等,夏至后天气走热，很多地方有吃面的习惯，做成麻酱凉面会更贴近这个节气想要的爽快感。
336,小暑绿豆莲子羹,中式,中式家常,正餐,锅汤类,清淡|酸甜,下午茶|一个人吃,清爽|素食友好,小暑,低预算,30,简单,绿豆|莲子|百合|冰糖,0,1,低,小暑讲究消暑、护津液，用绿豆和莲子慢慢煮羹，是很典型的清凉节气思路。
337,大暑冬瓜老鸭汤,中式,中式家常,正餐,锅汤类,清淡|鲜香,双人晚餐,暖胃,大暑,中等预算,30,中等,鸭腿|冬瓜|薏米|姜片,0,0,低,大暑虽热，但传统上讲究用清补的汤水调节暑湿，这道冬瓜老鸭汤就很适合一家人慢慢喝。
338,立秋咬秋蜜瓜盅,西式,西式甜点,甜品,蛋糕类,酸甜,下午茶|一个人吃,清爽|素食友好,立秋,低预算,10,简单,蜜瓜|酸奶|薄荷|坚果碎,0,1,低,立秋有咬秋吃瓜的习俗，把清甜蜜瓜做成小盅，既像节气应景小食，也很适合夏秋交界时降燥。
339,处暑荷香鸭肉饭,中式,中式家常,正餐,饭类,鲜香,双人晚餐,治愈,处暑,中等预算,30,中等,鸭腿肉|荷叶|香菇|米饭,0,0,中等,处暑民间常有吃鸭子的习俗，这里用荷香鸭肉配饭，把出暑后那种清补、润燥的感觉做得更稳。
340,白露龙眼银耳羹,中式,中式甜品,甜品,中式甜品类,酸甜|清淡,下午茶|双人晚餐,治愈|素食友好,白露,中等预算,30,简单,龙眼|银耳|红枣|冰糖,0,1,低,白露前后有吃龙眼、饮白露茶的习俗，这道龙眼银耳羹走的是温润、不燥的白露时令方向。
341,秋分秋菜鱼片汤,中式,中式家常,正餐,锅汤类,鲜香|清淡,双人晚餐|朋友聚餐,暖胃,秋分,中等预算,25,简单,野苋菜|鱼片|姜丝|高汤,0,0,低,岭南地区有秋分吃秋菜的习俗，把秋菜和鱼片煮成清汤，很适合昼夜渐凉的时节。
342,寒露芝麻山药糕,西式,西式甜点,甜品,中式甜品类,奶香|酸甜,下午茶|一个人吃,素食友好,寒露,低预算,30,简单,黑芝麻|山药|糯米粉|牛奶,0,1,中等,寒露习俗里有吃芝麻、饮秋茶的说法，这块芝麻山药糕更偏润燥、绵密、适合慢慢吃。
343,霜降柿香糯米饼,中式,中式甜品,甜品,中式甜品类,酸甜,下午茶|双人晚餐,治愈|素食友好,霜降,低预算,25,简单,熟柿子|糯米粉|芝麻|红糖,0,1,中等,霜降吃柿子是很有代表性的民俗之一，把柿香揉进软糯小饼里，甜润又很应景。
344,立冬萝卜羊肉饺,中式,中式家常,正餐,饼类,鲜香,双人晚餐|朋友聚餐,暖胃|分享|下饭|解馋,立冬,中等预算,30,中等,羊肉|白萝卜|面粉|葱姜,0,0,中等,立冬讲究补冬、纳藏，这道萝卜羊肉饺用热乎乎的方式把初冬该有的满足感做出来。
345,小雪红糖糍粑,西式,西式甜点,甜品,中式甜品类,酸甜|奶香,下午茶|朋友聚餐,治愈|素食友好,小雪,低预算,20,简单,糯米|红糖|黄豆粉|熟芝麻,0,1,中等,小雪前后南方一些地方有打糍粑、品糍粑的习俗，热腾腾地蘸上红糖和豆粉就很有节气味。
346,大雪当归羊肉汤,中式,中式家常,正餐,锅汤类,鲜香,双人晚餐,暖胃,大雪,中等预算,30,中等,羊肉|当归|白萝卜|姜片,0,0,中等,大雪之后寒意渐深，很多地方开始偏向温补进补，这锅当归羊肉汤就很适合一家人围着喝。
347,冬至三鲜水饺,中式,中式家常,正餐,饼类,鲜香,双人晚餐|朋友聚餐,分享,冬至,中等预算,30,中等,面粉|虾仁|鸡蛋|木耳|韭菜,0,0,中等,冬至祭祖、贺冬、吃饺子都是流传很广的传统，这盘三鲜水饺更偏一家人围桌分食的氛围。
348,小寒腊八粥,中式,中式家常,正餐,锅汤类,酸甜|鲜香,双人晚餐|一个人吃,暖胃|素食友好,小寒,低预算,30,简单,糯米|红豆|花生|莲子|红枣,0,1,低,小寒到大寒之间常连着腊八，热粥是很典型的冬日习俗食物，暖胃也有年节将近的感觉。
349,大寒八宝饭,中式,中式家常,正餐,饭类,酸甜|奶香,双人晚餐|朋友聚餐,治愈|素食友好,大寒,中等预算,30,中等,糯米|豆沙|红枣|莲子|桂圆,0,1,中等,大寒有迎年、吃糯的传统，八宝饭既有节庆感，也很符合岁末围桌共享的温暖氛围。
350,萝卜丝春卷,中式,中式家常,正餐,饼类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,立春,低预算,25,简单,春卷皮|白萝卜|胡萝卜|木耳,0,1,中等,立春咬春少不了脆生生的萝卜和薄卷，这一版更适合做成轻巧的时令开胃主食。
351,五辛春盘,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,立春,低预算,25,简单,韭菜|蒜苗|香葱|香菜|豆芽,0,1,中等,立春有吃春盘、迎新纳春的传统，把五辛拼成一盘，吃起来更有春意。
352,韭黄鸡蛋盒子,中式,中式家常,正餐,饼类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,立春,低预算,25,简单,韭黄|鸡蛋|面粉|粉丝,0,0,中等,立春后适合吃些辛香发散的食材，韭黄鸡蛋盒子热乎又带着很典型的北方迎春气息。
353,春笋鸡丝面,中式,中式家常,正餐,面类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋,立春,低预算,25,简单,春笋|鸡丝|面条|高汤,0,0,中等,春笋一冒头，春天的鲜味就出来了，这碗面走的是立春鲜灵又暖胃的路线。
354,荠菜鲜虾馄饨,中式,中式家常,正餐,饼类,鲜香,双人晚餐,分享|暖胃|下饭|解馋,立春,低预算,25,简单,荠菜|虾仁|馄饨皮|香菇,0,0,中等,荠菜鲜味轻快，和虾仁做成小馄饨，很适合立春这种乍暖还寒的时令。
355,萝卜牛腩汤,中式,中式家常,正餐,锅汤类,鲜香,双人晚餐,分享|暖胃,立春,中等预算,30,简单,牛腩|白萝卜|姜|香菜,0,0,低,立春时节天气还没完全回暖，一锅萝卜牛腩汤能把迎春的温度慢慢提起来。
356,春芽豆干拌,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,立春,低预算,25,简单,香椿芽|豆干|芝麻油|生抽,0,1,中等,春芽拌豆干更像立春桌上那道鲜而不腻的小菜，轻轻一拌就很有季节感。
357,韭菜猪肉饺,中式,中式家常,正餐,饼类,鲜香,双人晚餐,分享|暖胃|下饭|解馋,立春,低预算,25,简单,韭菜|猪肉|面粉|姜末,0,0,中等,立春也常见热腾腾的面食，韭菜猪肉饺把辛香和团圆感都放到了同一盘里。
358,春盘果蔬卷,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,立春,低预算,25,简单,米皮|黄瓜|胡萝卜|紫甘蓝,0,1,中等,想把立春做得轻一点时，用果蔬卷去呼应春盘尝鲜会更清爽。
359,雨水荠菜馄饨,中式,中式家常,正餐,饼类,鲜香,双人晚餐,分享|暖胃|下饭|解馋,雨水,低预算,25,简单,荠菜|猪肉|馄饨皮|紫菜,0,0,中等,雨水之后空气更润，荠菜也更鲜，这碗小馄饨很适合顺时吃点轻快热食。
360,山药薏米粥,中式,中式家常,正餐,锅汤类,鲜香,一个人吃|双人晚餐,分享|暖胃|素食友好,雨水,低预算,25,简单,山药|薏米|大米|枸杞,0,1,中等,雨水时节常讲健脾祛湿，这碗山药薏米粥就走温和清润的方向。
361,鲫鱼萝卜汤,中式,中式家常,正餐,锅汤类,鲜香,双人晚餐,分享|暖胃,雨水,低预算,25,简单,鲫鱼|白萝卜|姜片|葱花,0,0,低,雨水天适合喝点鲜汤，鲫鱼萝卜组合既清爽也很有早春气息。
362,韭菜蚕豆饭,中式,中式家常,正餐,饭类,鲜香,双人晚餐,分享|下饭|解馋,雨水,低预算,25,简单,韭菜|蚕豆|米饭|鸡蛋,0,0,中等,早春蚕豆和韭菜同锅，做成一碗家常饭，和雨水节气很搭。
363,雨水时蔬拌面,中式,中式家常,正餐,面类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋|素食友好,雨水,低预算,25,简单,面条|豆芽|黄瓜|胡萝卜,0,1,中等,这一碗把早春脆嫩时蔬都拌进去了，属于雨水天里清爽爽口那一类。
364,枸杞百合炖梨,中式,中式家常,正餐,菜肴类,清淡|鲜香,一个人吃|双人晚餐,分享|清爽|下饭|解馋|素食友好,雨水,低预算,30,简单,雪梨|百合|枸杞|冰糖,0,1,中等,雨水时节仍有料峭寒意，用梨和百合做甜润小炖品会更舒服。
365,豌豆鸡丝饭,中式,中式家常,正餐,饭类,鲜香,双人晚餐,分享|下饭|解馋,雨水,低预算,25,简单,豌豆|鸡丝|米饭|香菇,0,0,中等,豌豆的清甜配鸡丝很稳，做成饭更适合忙碌时吃一顿像样的雨水时令餐。
366,菜心香菇面,中式,中式家常,正餐,面类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋|素食友好,雨水,低预算,25,简单,菜心|香菇|面条|高汤,0,1,中等,菜心和香菇的鲜味很贴合雨水后的生发感，做成热面也更柔和。
367,韭香豆干春卷,中式,中式家常,正餐,饼类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,雨水,低预算,25,简单,豆干|韭菜|春卷皮|胡萝卜,0,1,中等,雨水接立春，薄皮卷菜依旧是好选择，这一版更偏家常和轻巧。
368,雪梨银耳羹,中式,中式家常,正餐,锅汤类,鲜香,一个人吃|双人晚餐,分享|暖胃|素食友好,惊蛰,低预算,25,简单,雪梨|银耳|冰糖|枸杞,0,1,低,惊蛰时节天气多变，梨羹这种清润甜汤很适合接住春燥。
369,春笋腊肉饭,中式,中式家常,正餐,饭类,鲜香,双人晚餐,分享|下饭|解馋|素食友好,惊蛰,低预算,25,简单,春笋|腊肉|米饭|蒜苗,0,1,中等,春笋冒尖以后，配一点咸香腊味，能把惊蛰的鲜和劲都吃出来。
370,豆苗鸡丝面,中式,中式家常,正餐,面类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋,惊蛰,低预算,25,简单,豆苗|鸡丝|面条|高汤,0,0,中等,豆苗很适合仲春时节，做成鸡丝面会显得更鲜、更利落。
371,荠菜虾仁蒸饺,中式,中式家常,正餐,饼类,鲜香,双人晚餐,分享|暖胃|下饭|解馋,惊蛰,中等预算,25,简单,荠菜|虾仁|饺子皮|香菇,0,0,中等,惊蛰讲究吃得清新一点，荠菜虾仁蒸饺比重油路线更贴近这个节气。
372,百合蜂蜜梨饮,饮品特调,饮品特调,饮品,果饮类,清淡|鲜香,一个人吃|双人晚餐,分享|清爽|下饭|解馋|素食友好,惊蛰,低预算,25,简单,雪梨|百合|蜂蜜|温水,0,1,中等,这一杯走的是轻清润肺的方向，很适合惊蛰过后风燥渐起的时候。
373,蒜苗香干炒肉,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,惊蛰,低预算,25,简单,蒜苗|香干|猪里脊|酱油,0,0,中等,惊蛰有阳气上升的意味，蒜苗这种带一点辛香的食材会更应景。
374,香椿豆腐拌,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,惊蛰,低预算,25,简单,香椿|嫩豆腐|香油|生抽,0,1,中等,春天一到，香椿就该上桌了，拌豆腐简单却很有惊蛰时令感。
375,惊蛰春蔬卷,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,惊蛰,低预算,25,简单,薄饼|豆芽|黄瓜|鸡蛋,0,0,中等,把春蔬卷起来更像节气里轻盈的一餐，适合不想吃太重的时候。
376,菠菜猪肝汤,中式,中式家常,正餐,锅汤类,鲜香,双人晚餐,分享|暖胃,惊蛰,低预算,25,简单,菠菜|猪肝|姜丝|枸杞,0,0,低,惊蛰后很多人会想用温润的汤补一补，这道汤鲜爽又不至于厚重。
377,香椿煎蛋饼,中式,中式家常,正餐,饼类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,春分,低预算,25,简单,香椿|鸡蛋|面粉|盐,0,0,中等,春分讲究平和均衡，香椿煎蛋饼有春天鲜味，也不显得太重。
378,春笋三丁饭,中式,中式家常,正餐,饭类,鲜香,双人晚餐,分享|下饭|解馋|素食友好,春分,低预算,25,简单,春笋|胡萝卜|香菇|米饭,0,1,中等,三丁拌饭颜色明快，吃起来也刚好对应春分那种均衡舒展的感觉。
379,豆苗虾仁汤,中式,中式家常,正餐,锅汤类,鲜香,双人晚餐,分享|暖胃,春分,中等预算,25,简单,豆苗|虾仁|鸡蛋|高汤,0,0,低,清鲜的小汤在春分时节很讨喜，能把春天嫩芽的气息保留下来。
380,韭菜盒子,中式,中式家常,正餐,饼类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,春分,低预算,25,简单,韭菜|鸡蛋|粉丝|面粉,0,0,中等,春分前后吃韭菜盒子很有家常感，香味足却不过分辛辣。
381,桑葚酸奶杯,西式,西式甜点,甜品,蛋糕类,奶香,一个人吃|下午茶,治愈|素食友好,春分,低预算,25,简单,桑葚|酸奶|燕麦|蜂蜜,0,1,低,仲春时令水果做成酸奶杯，吃起来更轻，也更适合下午茶场景。
382,莴笋鸡丝,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,春分,低预算,25,简单,莴笋|鸡丝|芝麻油|蒜末,0,0,中等,莴笋脆、鸡丝嫩，春分时节用来做一盘清爽热菜刚刚好。
383,春分时蔬卷,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,春分,低预算,25,简单,米皮|生菜|胡萝卜|紫甘蓝,0,1,中等,想把春分吃得更轻，就把各种当令蔬菜都卷进一份清亮的小卷里。
384,菠菜鸡蛋面,中式,中式家常,正餐,面类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋,春分,低预算,25,简单,菠菜|鸡蛋|面条|高汤,0,0,中等,春分前后气候温和，这碗家常面走的是绿意鲜亮、稳稳当当的路线。
385,樱桃米酿饮,饮品特调,饮品特调,饮品,果饮类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,春分,低预算,25,简单,樱桃|米酿|苏打水|薄荷,0,1,中等,用初春水果配一点微发酵甜味，做成一杯小饮，也很有春分的轻快感。
386,艾草豆沙卷,中式,中式家常,正餐,菜肴类,奶香|酸甜,一个人吃|双人晚餐,分享|治愈|下饭|解馋|素食友好,清明,低预算,25,简单,艾草汁|糯米粉|豆沙|芝麻,0,1,中等,清明时节少不了艾草香，把它做成豆沙卷，会比传统糕团更方便分着吃。
387,马兰头香干拌,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,清明,低预算,25,简单,马兰头|香干|香油|盐,0,1,中等,清明除了青团，马兰头拌香干也是很常见的春日时蔬做法。
388,春笋腌笃鲜,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,清明,低预算,30,中等,春笋|咸肉|五花肉|百叶结,0,1,中等,这道很有江南时令感的汤菜放在清明前后尤其合适，鲜味会很集中。
389,乌米饭,中式,中式家常,正餐,饭类,鲜香,双人晚餐,分享|下饭|解馋|素食友好,清明,低预算,25,简单,乌饭叶|糯米|红糖|芝麻,0,1,中等,清明时节很多地方也有吃乌米饭的习惯，这一碗软糯里带着草木香。
390,清明茶香蛋,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋,清明,低预算,25,简单,鸡蛋|红茶|八角|生抽,0,0,中等,把清明时令里的茶香做进卤蛋，会比日常茶叶蛋更有一点节气意味。
391,青梅米饮,饮品特调,饮品特调,饮品,果饮类,酸甜,一个人吃|双人晚餐,分享|清爽|下饭|解馋|素食友好,清明,低预算,25,简单,青梅|米酿|冰糖|苏打水,0,1,中等,清明前后青梅初见，用它做一杯小饮，酸香会更鲜活。
392,枣泥艾草糯米糕,中式,中式甜品,甜品,中式甜品类,奶香|酸甜,一个人吃|双人晚餐|下午茶,分享|治愈|下饭|解馋|素食友好,清明,低预算,25,简单,艾草汁|糯米粉|枣泥|熟芝麻,0,1,中等,清明不只一种团子，这块糯米糕保留了艾草色泽，也更适合甜口下午茶。
393,清明香椿蛋饼,中式,中式家常,正餐,饼类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,清明,低预算,25,简单,香椿|鸡蛋|面粉|盐,0,0,中等,清明时令和春鲜关系很近，香椿蛋饼就是那种一上桌就很应景的家常点心。
394,螺蛳春韭面,中式,中式家常,正餐,面类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋|素食友好,清明,低预算,25,简单,螺蛳肉|韭菜|面条|高汤,0,1,中等,江南清明有食螺的传统，把它和春韭做成一碗鲜面，会更有地方气息。
395,龙井虾仁,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,谷雨,中等预算,25,简单,虾仁|龙井茶|蛋清|淀粉,0,0,中等,谷雨前后讲究吃雨前茶，这道龙井虾仁很适合作为节气里的鲜嫩代表。
396,谷雨春茶饭,中式,中式家常,正餐,饭类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋|素食友好,谷雨,低预算,25,简单,米饭|绿茶|豌豆|玉米,0,1,中等,把雨前新茶做进米饭里，会比普通时令饭多一层谷雨独有的清鲜。
397,香椿豆腐卷,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,谷雨,低预算,25,简单,香椿|豆腐皮|胡萝卜|芝麻酱,0,1,中等,谷雨是春味渐浓的尾声，用香椿和豆腐皮做卷，更显得轻和新鲜。
398,枇杷银耳饮,中式,中式家常,饮品,果饮类,酸甜,一个人吃|双人晚餐,分享|清爽|下饭|解馋|素食友好,谷雨,低预算,25,简单,枇杷|银耳|冰糖|雪梨,0,1,中等,谷雨过后湿润感增强，枇杷一类时令果做成甜饮会很贴合节气。
399,谷雨花糕,西式,西式甜点,甜品,蛋糕类,鲜香,一个人吃|双人晚餐|下午茶,分享|下饭|解馋|素食友好,谷雨,低预算,25,简单,糯米粉|豆沙|花瓣|蜂蜜,0,1,中等,谷雨正适合做些温柔的春末小点心，花糕就很有这个时节的柔和感。
400,豌豆苗拌面,中式,中式家常,正餐,面类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋|素食友好,谷雨,低预算,25,简单,豌豆苗|面条|芝麻酱|酱油,0,1,中等,豌豆苗和面条简单拌一拌，就是很利落的谷雨家常主食。
401,春笋烧豆腐,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋|素食友好,谷雨,低预算,25,简单,春笋|北豆腐|香菇|生抽,0,1,中等,谷雨时节的笋仍然鲜，把它和豆腐一起烧，会特别稳妥。
402,雨前茶香鸡丝,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋,谷雨,低预算,25,简单,鸡胸肉|绿茶|黄瓜|芝麻油,0,0,中等,这道把茶香和鸡丝结合起来，吃起来会比普通凉拌鸡丝更清新。
403,谷雨清蔬羹,中式,中式家常,正餐,锅汤类,鲜香,一个人吃|双人晚餐,分享|暖胃,谷雨,低预算,25,简单,时蔬|鸡蛋|高汤|淀粉,0,0,低,谷雨偏润，蔬羹这种轻轻勾芡的小汤很适合拿来收春。
404,立夏茶叶蛋,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋,立夏,低预算,25,简单,鸡蛋|红茶|生抽|八角,0,0,中等,立夏吃蛋是很典型的传统，这一味几乎一上桌就能把节气认出来。
405,蚕豆糯米饭,中式,中式家常,正餐,饭类,奶香|酸甜,双人晚餐,分享|治愈|下饭|解馋,立夏,低预算,25,简单,蚕豆|糯米|香菇|腊肠,0,0,中等,立夏饭常常带着新豆和糯香，这一碗就走补夏又有家常满足感的路线。
406,苋菜豆腐汤,中式,中式家常,正餐,锅汤类,鲜香,双人晚餐,分享|暖胃|素食友好,立夏,低预算,25,简单,苋菜|豆腐|蒜末|高汤,0,1,低,立夏前后苋菜正好，和豆腐煮汤会显得清鲜而不寡淡。
407,枇杷雪梨饮,饮品特调,饮品特调,饮品,果饮类,酸甜,一个人吃|双人晚餐,分享|清爽|下饭|解馋|素食友好,立夏,低预算,25,简单,枇杷|雪梨|冰糖|百合,0,1,中等,立夏气温上升，来一杯清润果饮会很适合从春转夏的节点。
408,咸蛋黄南瓜饭,中式,中式家常,正餐,饭类,鲜香,双人晚餐,分享|下饭|解馋|素食友好,立夏,低预算,25,简单,南瓜|咸蛋黄|米饭|青豆,0,1,中等,有点补夏的感觉，但不会太腻，适合把立夏做得更丰足一点。
409,三鲜凉拌面,中式,中式家常,正餐,面类,鲜香,一个人吃|双人晚餐,分享|暖胃|下饭|解馋,立夏,低预算,25,简单,面条|鸡丝|黄瓜|胡萝卜,0,0,中等,立夏之后很多人会想吃得更轻，这碗凉拌面刚好接住这种转变。
410,黄瓜拌鸡丝,中式,中式家常,正餐,菜肴类,清淡|鲜香,一个人吃|双人晚餐,分享|清爽|下饭|解馋,立夏,低预算,25,简单,黄瓜|鸡丝|香醋|蒜末,0,0,中等,清爽又利落，属于立夏桌上那种非常容易被接受的一盘。
411,樱桃酸奶盅,中式,中式家常,正餐,菜肴类,奶香,一个人吃|双人晚餐,分享|治愈|下饭|解馋|素食友好,立夏,低预算,25,简单,樱桃|酸奶|坚果|蜂蜜,0,1,中等,立夏也有尝新之意，用当季水果做成小甜品，会更贴近初夏轻盈感。
412,立夏春卷,中式,中式家常,正餐,饼类,鲜香,一个人吃|双人晚餐,分享|下饭|解馋,立夏,低预算,25,简单,春卷皮|豆芽|韭菜|鸡蛋,0,0,中等,立夏之前的春味还没散尽，做成一盘热春卷，能把季节交接的感觉保留住。
413,苦瓜煎蛋,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,清爽|分享|下饭|解馋,小满,低预算,25,简单,苦瓜|鸡蛋|蒜末|盐,0,0,中等,小满未满，饮食上常讲究清而不燥，用苦瓜煎蛋会很应景。
414,苦菜鸡丝凉面,中式,中式家常,正餐,面类,清淡|鲜香,一个人吃|双人晚餐,清爽|分享|暖胃|下饭|解馋,小满,低预算,25,简单,苦菜|鸡丝|面条|芝麻酱,0,0,中等,稍带微苦的时蔬配凉面，很适合小满这个渐热但不该太重口的时节。
415,黄瓜虾仁饭,中式,中式家常,正餐,饭类,清淡|鲜香,双人晚餐,清爽|分享|下饭|解馋,小满,中等预算,25,简单,黄瓜|虾仁|米饭|蛋液,0,0,中等,黄瓜的脆爽和虾仁的鲜甜组合起来，会更贴近小满时节的轻快感。
416,绿豆薏米露,饮品特调,饮品特调,饮品,果饮类,清淡|鲜香,一个人吃|双人晚餐,清爽|分享|下饭|解馋,小满,低预算,25,简单,绿豆|薏米|冰糖|牛奶,0,0,中等,小满开始有点闷热，绿豆薏米露会很适合拿来做一杯清爽小饮。
417,丝瓜蛤蜊汤,中式,中式家常,正餐,锅汤类,鲜香,双人晚餐,清爽|分享|暖胃|素食友好,小满,低预算,25,简单,丝瓜|蛤蜊|姜丝|高汤,0,1,低,丝瓜的嫩和蛤蜊的鲜都很有初夏感，做成汤更顺时。
418,青梅果冻,西式,西式甜点,甜品,布丁冻品类,酸甜,一个人吃|双人晚餐|下午茶,清爽|分享|下饭|解馋|素食友好,小满,低预算,25,简单,青梅|白凉粉|冰糖|薄荷,0,1,中等,小满前后做一点酸甜小冻，吃起来会特别解腻。
419,苦菊豆腐沙拉,西式,西式轻食,轻食早午餐,沙拉碗类,鲜香,一个人吃|下午茶,清爽|素食友好,小满,低预算,25,简单,苦菊|嫩豆腐|番茄|油醋汁,0,1,低,苦菊自带轻微清苦，很适合作为小满时节的轻食代表。
420,蒜香油麦菜卷,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,清爽|分享|下饭|解馋|素食友好,小满,低预算,25,简单,油麦菜|豆腐皮|蒜末|胡萝卜,0,1,中等,脆嫩又不会太复杂，很适合作为小满餐桌上的蔬食小卷。
421,小满凉拌豆干,中式,中式家常,正餐,菜肴类,鲜香,一个人吃|双人晚餐,清爽|分享|下饭|解馋|素食友好,小满,低预算,25,简单,豆干|黄瓜|花生碎|香醋,0,1,中等,凉拌豆干简单清爽，也很适合逐渐热起来的小满天气。
422,青梅排骨,中式,中式家常,正餐,菜肴类,酸甜,一个人吃|双人晚餐,分享|清爽|下饭|解馋|素食友好,芒种,中等预算,25,简单,排骨|青梅|冰糖|姜片,0,1,中等,芒种时节很容易让人想到青梅，拿来烧排骨会更有酸香收口的感觉。
